Product Name,Sales,Contribution %,Cumulative %,ABC Class
Milk - 329,316575.7,0.012620416354637202,1.2313093445450918,A
Cheese - 536,316085.26,0.012600864768722781,1.2439102093138146,A
Apples - 710,315213.6,0.012566115695690064,1.2564763250095046,A
Microwaves - 251,315034.21,0.012558964241899208,1.2690352892514039,A
Buckets - 780,315002.96,0.012557718448204106,1.281593007699608,A
Sofas - 105,314839.6,0.012551206036747085,1.294144213736355,A
Carrots - 570,314332.58999999997,0.012530993881183772,1.3066752076175387,A
Carrots - 574,313370.87,0.012492654530385273,1.319167862147924,A
Tomatoes - 304,313180.7,0.012485073327601353,1.3316529354755253,A
Apples - 460,313148.07,0.012483772519656674,1.344136707995182,A
Sofas - 357,312861.17,0.012472335136900685,1.3566090431320827,A
Microwaves - 397,312426.77,0.012455017607903815,1.3690640607399867,A
Butter - 262,312177.42,0.012445077170851858,1.3815091379108384,A
Cheese - 958,311810.38,0.012430444975080656,1.3939395828859191,A
Cheese - 398,311045.83,0.012399965884853776,1.4063395487707728,A
Detergents - 243,310852.05,0.012392240767982194,1.418731789538755,A
Apples - 985,310621.08,0.012383033056949952,1.4311148225957049,A
Tomatoes - 610,310164.33999999997,0.012364824934956326,1.4434796475306613,A
Burgers - 913,309996.36,0.012358128345359425,1.4558377758760206,A
Carrots - 459,308656.55,0.01230471628613913,1.4681424921621598,A
Microwaves - 378,308557.79,0.012300779179408625,1.4804432713415683,A
Tomatoes - 347,307458.32,0.012256948370002114,1.4927002197115704,A
Fries - 945,307164.18,0.012245222361762842,1.5049454420733333,A
Refrigerators - 372,306589.8,0.012222324474319882,1.517167766547653,A
Utensils - 502,306460.82,0.012217182635254467,1.5293849491829075,A
Detergents - 414,306233.96,0.012208138771009003,1.5415930879539164,A
Butter - 621,306205.21,0.012206992640809511,1.5538000805947259,A
Yogurt - 744,306101.54,0.01220285979497363,1.5660029403896996,A
Butter - 108,305849.5,0.012192812120000401,1.5781957525097,A
Mops - 355,305730.23,0.012188057373951927,1.5903838098836518,A
Microwaves - 302,305174.97,0.012165921712923378,1.602549731596575,A
Carrots - 362,304973.83999999997,0.012157903585374712,1.6147076351819498,A
Pizzas - 886,304903.14,0.012155085101718914,1.6268627202836687,A
Fries - 751,304707.83999999997,0.012147299389442005,1.6390100196731108,A
Tomatoes - 796,304559.48,0.012141384958958636,1.6511514046320694,A
Apples - 605,304339.05,0.012132597429223875,1.6632840020612933,A
Apples - 706,303907.58,0.01211539670584386,1.6753993987671372,A
Burgers - 442,303750.9,0.012109150595247108,1.6875085493623843,A
Carrots - 452,303694.4,0.012106898200246364,1.6996154475626306,A
Buckets - 250,302648.72000000003,0.012065211750611357,1.7116806593132419,A
Detergents - 822,302229.28,0.012048490607972206,1.7237291499212142,A
Pizzas - 556,302066.17000000004,0.01204198816286475,1.735771138084079,A
Sofas - 474,301537.33999999997,0.012020906144311765,1.7477920442283907,A
Pizzas - 247,301281.76,0.012010717345828757,1.7598027615742196,A
Apples - 492,300936.99,0.01199697295247643,1.771799734526696,A
Pizzas - 971,300892.55,0.011995201334178498,1.7837949358608745,A
Detergents - 466,300502.8,0.011979663795213188,1.7957745996560877,A
Refrigerators - 830,300440.41000000003,0.011977176593016794,1.8077517762491044,A
Sandwiches - 102,300236.69,0.011969055214086678,1.8197208314631912,A
Chairs - 137,300100.58,0.011963629134731788,1.831684460597923,A
Utensils - 335,299576.86,0.011942750828363831,1.8436272114262868,A
Burgers - 459,299226.51,0.011928783986089308,1.8555559954123761,A
Pizzas - 367,298938.6,0.011917306339281088,1.8674733017516572,A
Milk - 422,298869.1,0.011914535694103183,1.8793878374457604,A
Mops - 343,298844.25,0.011913545038956839,1.8913013824847174,A
Butter - 559,298592.42,0.01190350573571724,1.9032048882204347,A
Buckets - 640,298532.88,0.011901132149905838,1.9151060203703405,A
Pizzas - 770,297776.3,0.011870970786902956,1.9269769911572434,A
Sandwiches - 933,297734.71,0.011869312784990019,1.9388463039422335,A
Mops - 335,297436.85,0.01185743847746928,1.9507037424197027,A
Tomatoes - 647,297390.51,0.01185559111491469,1.9625593335346174,A
Fans - 951,297153.45,0.011846140623607145,1.9744054741582246,A
Refrigerators - 962,296862.4,0.011834537799448446,1.986240011957673,A
Sandwiches - 588,296628.62,0.011825218066647136,1.9980652300243202,A
Yogurt - 340,296564.92000000004,0.011822678640779042,2.009887908665099,A
Carrots - 725,296550.74,0.01182211334943195,2.021710022014531,A
Beds - 493,296358.64999999997,0.011814455605083403,2.0335244776196144,A
Fries - 610,296254.1,0.011810287677697071,2.0453347652973113,A
Mangoes - 786,295876.97,0.011795253240057594,2.057130018537369,A
Sofas - 387,295827.49,0.011793280700152517,2.0689232992375213,A
Washing Machines - 824,295602.27999999997,0.011784302613814152,2.0807076018513353,A
Buckets - 212,295543.52,0.011781960123013382,2.092489561974349,A
Pizzas - 754,295306.13,0.011772496476124415,2.104262058450473,A
Tables - 948,295131.11,0.01176551923412388,2.116027577684597,A
Sandwiches - 254,295109.78,0.011764668905179352,2.127792246589776,A
Yogurt - 900,295052.89,0.011762400962673293,2.1395546475524494,A
Butter - 645,294976.68,0.011759362820673174,2.1513140103731225,A
Fries - 946,294936.51,0.011757761427625742,2.163071771800748,A
Microwaves - 873,294700.74,0.01174836236268193,2.17482013416343,A
Beds - 426,294120.8,0.011725242823624736,2.1865453769870546,A
Mops - 971,294047.72000000003,0.011722329460321122,2.1982677064473757,A
Tables - 455,294044.06,0.011722183552963549,2.2099898900003394,A
Washing Machines - 851,293813.68,0.011712999362516269,2.221702889362856,A
Tables - 997,293692.76,0.011708178838560694,2.2334110682014168,A
Apples - 375,293510.32,0.011700905795305194,2.245111973996722,A
Fans - 933,293395.37,0.011696323267777132,2.256808297264499,A
Microwaves - 636,292652.44,0.01166670606746027,2.2684750033319596,A
Burgers - 413,292649.79,0.011666600424154926,2.2801416037561144,A
Pizzas - 945,292638.65,0.011666156323618497,2.291807760079733,A
Carrots - 790,292473.92,0.011659589296565884,2.303467349376299,A
Refrigerators - 212,292449.69,0.011658623357966452,2.3151259727342652,A
Tables - 725,292144.78,0.0116464679993881,2.326772440733653,A
Fans - 385,291971.39,0.011639555737986704,2.33841199647164,A
Mops - 276,291649.91,0.01162673980975946,2.3500387362813995,A
Utensils - 212,291222.75,0.01160971090624587,2.3616484471876453,A
Mops - 128,291158.49,0.01160714915575476,2.3732555963434,A
Pizzas - 109,290957.99,0.011599156143406987,2.384854752486807,A
Microwaves - 266,290949.77,0.01159882844983343,2.3964535809366403,A
Cheese - 335,290767.93,0.011591579325816875,2.408045160262457,A
Apples - 192,290656.05,0.01158711918506142,2.4196322794475185,A
Mangoes - 795,290645.82,0.011586711362037391,2.431218990809556,A
Apples - 999,290628.05,0.011586002953910608,2.442804993763467,A
Tomatoes - 745,290331.09,0.011574164525248292,2.4543791582887153,A
Mops - 814,290182.23,0.011568230162065799,2.465947388450781,A
Mops - 375,290181.95,0.011568218999754291,2.4775156074505356,A
Chairs - 784,290164.99,0.011567542882600087,2.4890831503331357,A
Cheese - 251,290155.04,0.011567146221887566,2.500650296555023,A
Burgers - 619,289954.04,0.011559133276840671,2.512209429831864,A
Yogurt - 420,289885.8,0.011556412862064552,2.5237658426939285,A
Butter - 303,289778.28,0.011552126534445439,2.535317969228374,A
Burgers - 266,289700.66000000003,0.011549032182233798,2.546867001410608,A
Carrots - 771,289681.55,0.011548270354473367,2.558415271765081,A
Milk - 366,289675.92,0.011548045912281257,2.5699633176773626,A
Chairs - 442,289666.47,0.011547669184267858,2.5815109868616304,A
Refrigerators - 528,289078.12,0.01152421437721144,2.593035201238842,A
Utensils - 997,288819.55,0.011513906381187681,2.60454910762003,A
Fries - 544,288598.94,0.011505111675681237,2.616054219295711,A
Mops - 169,288589.2,0.011504723386702349,2.6275589426824135,A
Butter - 561,288029.56,0.011482413115229493,2.639041355797643,A
Refrigerators - 901,288020.41,0.011482048346835565,2.6505234041444785,A
Butter - 792,288014.45,0.011481810749062038,2.6620052148935405,A
Fries - 762,287820.07,0.011474061712951514,2.673479276606492,A
Sandwiches - 551,287716.99,0.011469952387700598,2.6849492289941925,A
Detergents - 353,287209.07,0.011449703954624885,2.6963989329488176,A
Beds - 406,286982.21,0.01144066009037942,2.707839593039197,A
Cheese - 604,286739.81,0.011430996717845254,2.7192705897570426,A
Mangoes - 593,286610.16000000003,0.011425828168963018,2.730696417926006,A
Fries - 428,286444.45,0.011419222073820127,2.742115639999826,A
Pizzas - 451,286117.63,0.011406193264366267,2.7535218332641924,A
Beds - 408,285739.95,0.011391136900757754,2.76491297016495,A
Carrots - 285,285726.02,0.011390581575760226,2.77630355174071,A
Microwaves - 804,285609.48,0.011385935662248955,2.7876894874029587,A
Refrigerators - 983,285490.66000000003,0.011381198855629694,2.7990706862585886,A
Mops - 721,285460.77,0.011380007278876203,2.8104506935374647,A
Detergents - 535,285457.44,0.011379874527100053,2.8218305680645646,A
Milk - 469,285455.3,0.01137978921514781,2.8332103572797123,A
Mangoes - 650,285373.23,0.011376517461913985,2.8445868747416263,A
Yogurt - 212,285141.7,0.011367287426258726,2.855954162167885,A
Fries - 632,284990.08,0.011361243034577086,2.8673154052024623,A
Tables - 529,284984.66,0.011361026964118606,2.8786764321665808,A
Apples - 876,284799.86,0.011353659838523253,2.890030092005104,A
Sofas - 379,284504.56,0.011341887586422019,2.901371979591526,A
Burgers - 281,284370.08,0.011336526487666268,2.912708506079192,A
Washing Machines - 968,284273.38,0.011332671503656144,2.9240411775828483,A
Carrots - 131,284089.29,0.011325332682493543,2.9353665102653417,A
Washing Machines - 965,283765.88,0.011312439814047693,2.9466789500793893,A
Microwaves - 648,283562.93,0.011304349131474222,2.9579832992108637,A
Sofas - 358,283447.15,0.01129973351566562,2.9692830327265294,A
Apples - 728,282888.37,0.011277457528435253,2.9805604902549647,A
Tomatoes - 595,282861.61,0.011276390730378264,2.991836880985343,A
Sofas - 535,282763.87,0.011272494286353968,3.003109375271697,A
Burgers - 992,282701.1,0.011269991935306237,3.0143793672070034,A
Beds - 343,282588.38,0.011265498307616258,3.0256448655146198,A
Mangoes - 637,282579.51,0.011265144701533841,3.0369100102161535,A
Sofas - 519,282386.21,0.011257438720053421,3.0481674489362067,A
Pizzas - 787,282319.1,0.011254763353177313,3.059422212289384,A
Mangoes - 497,281864.95999999996,0.011236658881219122,3.070658871170603,A
Fans - 565,281813.39999999997,0.0112346034212857,3.081893474591889,A
Milk - 740,281708.72,0.011230430311397597,3.0931239049032864,A
Butter - 654,281662.34,0.011228581354227076,3.1043524862575134,A
Detergents - 806,281478.91000000003,0.011221268844227316,3.1155737551017406,A
Utensils - 310,281477.28,0.01122120386362818,3.1267949589653687,A
Milk - 392,281465.02,0.011220715113845717,3.1380156740792144,A
Washing Machines - 712,281295.94,0.011213974672310747,3.149229648751525,A
Yogurt - 367,281158.56,0.011208497963900088,3.1604381467154252,A
Tomatoes - 970,281150.19999999995,0.011208164689170772,3.171646311404596,A
Detergents - 100,280977.71,0.011201288306627796,3.1828475997112236,A
Sofas - 960,280829.17,0.01119536670037274,3.194042966411596,A
Sofas - 433,280337.09,0.011175749735205203,3.2052187161468013,A
Sandwiches - 380,280223.02,0.011171202289227595,3.216389918436029,A
Burgers - 500,280170.33,0.011169101781394157,3.227559020217423,A
Chairs - 750,280118.87,0.011167050308000559,3.2387260705254235,A
Sofas - 872,280040.71,0.011163934428473866,3.2498900049538975,A
Sandwiches - 654,279849.19,0.011156299407402316,3.2610463043612996,A
Washing Machines - 123,279614.51,0.011146943795742591,3.272193248157042,A
Mangoes - 819,279586.9,0.011145843112097095,3.283339091269139,A
Milk - 598,279223.39,0.011131351641181689,3.294470442910321,A
Beds - 301,279172.29,0.011129314519331458,3.3055997574296523,A
Milk - 433,279127.21,0.011127517387178652,3.316727274816831,A
Beds - 960,278868.31,0.011117196235573473,3.3278444710524044,A
Fries - 223,278847.22,0.011116355474324522,3.338960826526729,A
Tomatoes - 170,278586.72000000003,0.011105970538082157,3.350066797064811,A
Detergents - 482,278408.9,0.01109888167296654,3.3611656787377777,A
Yogurt - 822,278404.0,0.011098686332515147,3.372264365070293,A
Fries - 105,278366.23,0.011097180616423499,3.3833615456867165,A
Mangoes - 595,278345.77,0.011096364970375444,3.394457910657092,A
Carrots - 674,278180.98,0.011089795551398936,3.405547706208491,A
Mangoes - 981,278165.22,0.011089167272722623,3.4166368734812136,A
Chairs - 510,278097.17,0.011086454432372168,3.427723327913586,A
Washing Machines - 979,277968.22,0.011081313789268701,3.4388046417028546,A
Detergents - 451,277835.54,0.011076024448229787,3.4498806661510844,A
Mangoes - 708,277366.26,0.011057316414142194,3.4609379825652264,A
Sofas - 948,277325.91000000003,0.011055707845323079,3.4719936904105495,A
Mops - 831,277298.93,0.011054632276878473,3.483048322687428,A
Sofas - 757,277281.67,0.011053944200104795,3.494102266887533,A
Sofas - 513,276831.07,0.011035980851656385,3.5051382477391893,A
Pizzas - 791,276740.87,0.011032384992734843,3.516170632731924,A
Detergents - 995,276639.55,0.011028345830584837,3.5271989785625086,A
Utensils - 626,276632.24,0.011028054414523678,3.5382270329770322,A
Fries - 347,276530.72000000003,0.011024007279294024,3.549251040256326,A
Tomatoes - 232,276523.49,0.011023719052464725,3.560274759308791,A
Carrots - 658,276252.78,0.011012927090506294,3.5712876863992973,A
Cheese - 104,276012.78,0.011003359394927914,3.582291045794225,A
Buckets - 665,275864.27,0.010997438984634806,3.59328848477886,A
Washing Machines - 923,275860.66,0.010997295070547147,3.6042857798494072,A
Fries - 661,275662.4,0.010989391356691441,3.6152751712060986,A
Sandwiches - 120,275180.51,0.010970180619932,3.6262453518260305,A
Refrigerators - 875,275065.3,0.010965587727400392,3.6372109395534307,A
Milk - 676,274704.49,0.010951203893060243,3.648162143446491,A
Refrigerators - 429,274596.84,0.010946912382939359,3.6591090558294304,A
Sofas - 540,274595.57,0.010946861753883588,3.670055917583314,A
Mops - 383,274272.05,0.010933964500243929,3.6809898820835576,A
Refrigerators - 804,273938.39,0.010920663011466087,3.691910545095024,A
Mops - 485,273933.64,0.01092047365082443,3.702831018745848,A
Washing Machines - 567,273929.19,0.01092029624980225,3.7137513149956503,A
Sandwiches - 534,273831.08,0.010916385055580603,3.724667700051231,A
Buckets - 464,273807.01,0.010915425495444888,3.735583125546676,A
Sofas - 694,273782.06,0.010914430853758718,3.7464975564004344,A
Butter - 620,273767.65,0.010913856393370034,3.7574114127938043,A
Microwaves - 969,273424.45,0.010900174588692949,3.768311587382497,A
Detergents - 764,273381.98,0.010898481505229556,3.7792100688877266,A
Sofas - 223,273291.57,0.010894877274574385,3.790104946162301,A
Fans - 947,273186.6,0.010890692603720789,3.8009956387660218,A
Beds - 144,273143.33999999997,0.010888968026592786,3.8118846067926144,A
Burgers - 562,273085.35,0.01088665623214866,3.822771263024763,A
Mangoes - 347,273084.31,0.010886614772134486,3.833657877796898,A
Tables - 328,273026.51,0.010884310552116026,3.844542188349014,A
Tables - 949,272951.97,0.010881338985330974,3.8554235273343447,A
Sandwiches - 362,272896.81,0.010879140009963876,3.8663026673443084,A
Butter - 825,272864.79,0.010877863519912127,3.8771805308642207,A
Butter - 541,272761.87,0.010873760573124931,3.8880542914373457,A
Burgers - 412,272620.63,0.010868129984277055,3.8989224214216227,A
Mangoes - 638,272293.91,0.010855105161363017,3.9097775265829857,A
Fries - 967,272188.3,0.010850894976654549,3.9206284215596403,A
Mangoes - 564,271952.21,0.010841483154783298,3.9314699047144237,A
Apples - 700,271841.13,0.010837054906346438,3.9423069596207703,A
Utensils - 394,271699.55,0.010831410763263155,3.9531383703840333,A
Utensils - 117,271558.72,0.010825796519228558,3.9639641669032617,A
Apples - 870,271509.56,0.010823836736250921,3.9747880036395125,A
Detergents - 305,271431.44,0.010820722451340158,3.985608726090853,A
Milk - 557,271290.71,0.010815112193845386,3.996423838284698,A
Beds - 640,271101.51,0.010807569660497762,4.007231407945196,A
Beds - 888,271032.64,0.010804824130520748,4.018036232075716,A
Beds - 453,270775.47,0.01079457194605453,4.028830804021771,A
Detergents - 282,270771.58,0.010794416869655364,4.039625220891426,A
Tomatoes - 736,270756.68,0.010793822875221539,4.050419043766648,A
Apples - 294,270405.21,0.010779811383700983,4.061198855150349,A
Chairs - 916,270286.42,0.010775075773043666,4.071973930923392,A
Sofas - 231,270218.43,0.010772365324617108,4.082746296248009,A
Detergents - 231,270126.56,0.0107687028904805,4.09351499913849,A
Carrots - 706,270084.98,0.010767045287221545,4.1042820444257115,A
Beds - 695,269945.89,0.010761500408979892,4.115043544834691,A
Fans - 833,269783.24,0.010755016301955625,4.125798561136647,A
Yogurt - 387,269707.34,0.010751990518228964,4.136550551654876,A
Cheese - 947,269602.51,0.010747811428531123,4.147298363083407,A
Burgers - 939,269402.23,0.010739827186570962,4.158038190269978,A
Sofas - 639,269343.77999999997,0.010737497054043643,4.168775687324022,A
Sandwiches - 398,269310.37,0.010736165151088337,4.17951185247511,A
Sofas - 745,269298.7,0.01073569992189084,4.190247552397,A
Beds - 149,269015.77,0.010724420804765876,4.200971973201766,A
Tables - 378,268944.51,0.01072157999648706,4.211693553198254,A
Sofas - 715,268941.82999999996,0.010721473157219767,4.222415026355473,A
Mops - 356,268826.66,0.01071688185930409,4.233131908214777,A
Detergents - 190,268644.89,0.010709635525865416,4.2438415437406425,A
Tomatoes - 296,268482.91000000003,0.010703178128657974,4.2545447218693,A
Yogurt - 410,268158.47,0.010690244198851931,4.265234966068152,A
Burgers - 691,268087.98,0.010687434086929765,4.275922400155082,A
Butter - 152,267772.13,0.010674842600894633,4.286597242755977,A
Apples - 531,267771.52999999997,0.010674818681655686,4.297272061437632,A
Fries - 294,267761.48,0.010674418034403341,4.307946479472036,A
Sandwiches - 229,267741.68,0.010673628699518125,4.318620108171554,A
Tables - 296,267631.79000000004,0.010669247890905176,4.329289356062459,A
Refrigerators - 685,267500.42,0.010664010773537957,4.339953366835997,A
Microwaves - 398,267485.8,0.010663427941415641,4.350616794777412,A
Milk - 981,267388.48,0.010659548240858609,4.361276343018271,A
Microwaves - 668,267358.95,0.010658371015648486,4.3719347140339195,A
Milk - 995,267306.62,0.010656284859358416,4.382590998893278,A
Cheese - 221,267294.55,0.01065580368400162,4.39324680257728,A
Cheese - 476,267149.52,0.0106500220052944,4.403896824582574,A
Fries - 134,267139.8,0.010649634513623475,4.414546459096198,A
Washing Machines - 611,267072.98,0.010646970707712861,4.425193429803911,A
Buckets - 635,266744.33,0.010633868944580216,4.4358272987484915,A
Milk - 556,266461.82999999996,0.010622606969576493,4.446449905718068,A
Apples - 466,266429.52,0.010621318918559258,4.4570712246366275,A
Buckets - 118,266405.08,0.010620344608226192,4.467691569244853,A
Chairs - 804,266239.76,0.010613754060588617,4.478305323305442,A
Mops - 163,266215.18,0.010612774169099797,4.488918097474541,A
Sofas - 183,266189.36,0.010611744844517155,4.499529842319059,A
Microwaves - 686,266111.4,0.010608636938070112,4.510138479257129,A
Tables - 220,265978.6,0.010603342813183406,4.520741822070312,A
Buckets - 293,265878.88,0.01059936743567059,4.531341189505983,A
Apples - 221,265768.72,0.010594975863400113,4.541936165369383,A
Utensils - 612,265727.8,0.010593344571304,4.552529509940687,A
Tables - 556,265714.06,0.010592796820732137,4.563122306761419,A
Tables - 900,265607.84,0.01058856231813074,4.57371086907955,A
Mangoes - 179,265549.04000000004,0.010586218232714037,4.5842970873122635,A
Chairs - 415,265362.35,0.010578775761516002,4.59487586307378,A
Pizzas - 192,265273.62,0.010575238504729877,4.60545110157851,A
Apples - 749,265217.85,0.01057301521146985,4.61602411678998,A
Detergents - 213,265198.59,0.010572247403899688,4.62659636419388,A
Mangoes - 450,265129.42000000004,0.010569489914303202,4.637165854108183,A
Apples - 132,265041.48,0.010565984151181687,4.647731838259364,A
Mops - 576,264978.06,0.010563455887625101,4.658295294146989,A
Tables - 839,264917.98,0.010561060774498646,4.668856354921488,A
Sofas - 479,264748.36,0.010554298805648624,4.679410653727136,A
Tables - 413,264746.04,0.0105542063179247,4.689964860045061,A
Sofas - 194,264715.36,0.010552983247506599,4.700517843292567,A
Detergents - 788,264638.49,0.01054991879434364,4.711067762086911,A
Mops - 866,264620.63,0.010549206798331016,4.721616968885241,A
Sandwiches - 456,264598.16000000003,0.01054831102283249,4.732165279908074,A
Utensils - 402,264592.77,0.01054809614833596,4.742713376056409,A
Sofas - 743,264486.97,0.010543878389201821,4.753257254445611,A
Detergents - 714,264474.08999999997,0.010543364922872446,4.763800619368483,A
Burgers - 383,264460.53,0.01054282434807227,4.774343443716556,A
Cheese - 177,264449.92,0.010542401376196909,4.784885845092753,A
Buckets - 523,264397.04000000004,0.010540293293937807,4.795426138386691,A
Cheese - 751,264284.11,0.010535791294514193,4.805961929681206,A
Milk - 843,264116.75,0.010529119421464204,4.81649104910267,A
Detergents - 700,264040.47000000003,0.010526078488886209,4.827017127591556,A
Carrots - 150,263985.88,0.010523902236796109,4.837541029828352,A
Fries - 996,263973.18,0.010523395946238419,4.848064425774591,A
Washing Machines - 563,263895.19,0.010520286843829428,4.85858471261842,A
Refrigerators - 490,263835.14,0.010517892926664921,4.869102605545085,A
Burgers - 845,263763.29,0.010515028597801143,4.879617634142886,A
Tables - 357,263695.94,0.01051234366322946,4.890129977806116,A
Mops - 125,263651.51,0.010510572443585513,4.900640550249702,A
Beds - 685,263525.46,0.010505547410136951,4.911146097659839,A
Buckets - 215,263284.6,0.01049594543031608,4.921642043090155,A
Microwaves - 992,263225.22,0.010493578222968394,4.932135621313123,A
Apples - 145,263077.4,0.010487685319800077,4.942623306632924,A
Tomatoes - 481,262991.67,0.010484267659208681,4.953107574292132,A
Washing Machines - 466,262980.54,0.010483823957326234,4.963591398249458,A
Apples - 215,262869.49,0.01047939690485132,4.97407079515431,A
Carrots - 188,262725.28,0.010473647915770663,4.984544443070081,A
Chairs - 421,262612.11,0.010469136348651473,4.995013579418732,A
